Pri Key,Restaurant Key,Restaurant,Dish,Price,Ingredients (Copy Paste),Calories,Vegan,Vegetarian,Kosher,Keto,Plant Based,Pescaterian,Gluten Free,Low Carb,Low Sodium,Low Cholesteral,Contains Peanuts,Contains Treenuts,Contains Shellfish,,,,,,,,,
155,3,Sakanaya,Naya,$16.00 ,"eel, avocado, seared scallop, with tobiko & crunch",,0,0,,0,0,1,,0,0,,,,,,,,,,,,,
156,3,Sakanaya,OMG,$15.00 ,shrimp & shrimp tempura with avocado (flamed with bacardi),,0,0,,0,0,1,,0,0,,,,,,,,,,,,,
157,3,Sakanaya,Playboy,$15.00 ,yellowtail & spicy tuna with cucumber & jalapeno scallion and masago,,0,0,,0,0,1,,0,1,,,,,,,,,,,,,
158,3,Sakanaya,Playgirl,$15.00 ,tuna & shrimp tempura with avocado & crunch flakes scallion and masago,,0,0,,0,0,1,,0,0,,,,,,,,,,,,,
159,3,Sakanaya,Sakanaya,$16.00 ,"salmon, crab salad & grilled scallop with avocado & fish flakes",,0,0,,0,0,1,,0,1,,,,,,,,,,,,,
160,3,Sakanaya,Spider,$12.00 ,"crab, soft shell crab, avocado & masago",,0,0,,0,0,1,,0,1,,,,,,,,,,,,,
161,3,Sakanaya,Sunset,$13.00 ,"tuna, cilantro, jalapeno, cucumber, crunch",,0,0,,0,0,1,,0,1,,,,,,,,,,,,,
162,3,Sakanaya,VIP,$18.00 ,grilled salmon & lobster tempura with asparagus & onion (flamed with bacardi),,0,0,,0,0,1,,0,0,,,,,,,,,,,,,
163,3,Sakanaya,Volcano,$18.00 ,"deep fried with tuna, avocado, crab & topped with tuna, salmon, escolar",,0,0,,0,0,1,,0,0,,,,,,,,,,,,,
164,3,Sakanaya,White Emperor,$12.00 ,"super white tuna & snow crab with asparagus, avocado & flying fish roe",,0,0,,0,0,1,,0,1,,,,,,,,,,,,,
165,3,Sakanaya,Windy City,$15.00 ,"spicy crab, avocado & cucumber with 4 kinds of fish on top",,0,0,,0,0,1,,0,1,,,,,,,,,,,,,
166,3,Sakanaya,YaYa,$11.00 ,"deep fried roll with crab meat, cucumber, cream cheese, tamago, shitake mushroom",,0,0,,0,0,1,,0,0,,,,,,,,,,,,,
167,3,Sakanaya,Sakanaya Don,$15.00 ,"uni, ikura, tobiko, cucumber, lady sprout & vegetables",,0,0,,0,0,1,,0,1,,,,,,,,,,,,,
168,3,Sakanaya,Tekka Don,$18.00 ,fresh raw tuna & vegetables over sushi rice,,0,0,,0,0,1,,0,1,,,,,,,,,,,,,
169,3,Sakanaya,Sake Don,$18.00 ,fresh raw salmon & vegetables over sushi rice,,0,0,,0,0,1,,0,1,,,,,,,,,,,,,
170,3,Sakanaya,Una Don,$20.00 ,cooked eel & vegetables over sushi rice​,,0,0,,0,0,1,,0,1,,,,,,,,,,,,,
171,3,Sakanaya,Hwe Dup Bob,$18.00 ,"assorted fresh fish, vegetables & fish roe over rice with chef's special sauce",,0,0,,0,0,1,,0,1,,,,,,,,,,,,,
172,3,Sakanaya,Chirashi,$24.00 ,assorted sashimi & cooked vegetables over sushi rice​,,0,0,,0,0,1,,0,1,,,,,,,,,,,,,
173,3,Sakanaya,Tuna Poke Bowl,$15.00 ,"tuna, avocado, cucumber, edamame, radish, seaweed salad, wakame with yuzu teriyaki sauce - add spicy sauce",,0,0,,0,0,1,,0,1,,,,,,,,,,,,,
174,3,Sakanaya,Salmon Poke Bowl,$15.00 ,"salmon, avocado, cucumber, edamame, radish, seaweed salad, wakame with sake-miso sauce - add wasabi sauce",,0,0,,0,0,1,,0,1,,,,,,,,,,,,,
175,3,Sakanaya,Bul-Goki,$15.00 ,marinated beef & onion with chef's special sauce,,0,0,,0,0,0,,1,0,,,,,,,,,,,,,
176,3,Sakanaya,Chicken Teriyaki,$14.00 ,grilled chicken with house teriyaki sauce​,,0,0,,0,0,0,,1,1,,,,,,,,,,,,,
177,3,Sakanaya,Salmon Teriyaki,$18.00 ,grilled salmon with house teriyaki sauce​,,0,0,,0,0,1,,1,1,,,,,,,,,,,,,
178,3,Sakanaya,Chicken Katsu,$15.00 ,deep-fried chicken & vegetables with katsu sauce​,,0,0,,0,0,0,,0,0,,,,,,,,,,,,,
179,3,Sakanaya,Don Katsu,$15.00 ,deep-fried pork & vegetables with katsu sauce​​​​,,0,0,,0,0,0,,0,0,,,,,,,,,,,,,
180,3,Sakanaya,Curry Katsu Don,$13.00 ,"potato croquette, shrimp tempura and beef curry served over rice",,0,0,,0,0,0,,0,0,,,,,,,,,,,,,
181,3,Sakanaya,Salmon Katsu,$18.00 ,deep-fried salmon & vegetables with teriyaki sauce,,0,0,,0,0,1,,0,0,,,,,,,,,,,,,
182,3,Sakanaya,Gyudon,$15.00 ,"thinly sliced beef and onions cooked in a sweet, soy based sauce and served on rice",,0,0,,1,0,0,,1,0,,,,,,,,,,,,,
183,3,Sakanaya,Miso Ramen,$13.00 ,"miso tare, pork broth, chasu, bamboo shoots, bean sprouts, pickled ginger, dry seaweed & wood ear mushroom, white onion, scallion",,0,0,,0,0,0,,0,0,,,,,,,,,,,,,
184,3,Sakanaya,Shoyu Ramen,$12.00 ,"pork-based soy broth, chasu, bamboo shoots, pickled ginger, dry seaweed & scallion",,0,0,,0,0,0,,0,0,,,,,,,,,,,,,
185,3,Sakanaya,Tonkotsu Ramen,$12.00 ,"pork broth, chasu, bamboo shoots, bean sprouts, pickled ginger, dry seaweed & wood ear mushroom, white onion, scallion",,0,0,,0,0,0,,0,0,,,,,,,,,,,,,
186,3,Sakanaya,Spicy Shoyu Ramen,$13.00 ,shoyu ramen with spicy tare,,1,1,,0,1,1,,0,0,,,,,,,,,,,,,
187,3,Sakanaya,Spicy Shrimp Tempura Udon,$13.00 ,"pork-based spicy soy broth, shrimp tempura, dry yubu, dry seaweed & wakame",,0,0,,0,0,0,,0,0,,,,,,,,,,,,,
188,3,Sakanaya,Chicken Yaki Udon,$12.00 ,"stir-fried udon noodles with chicken, vegetables & special house sauce - add spicy sauce",,0,0,,0,0,0,,0,0,,,,,,,,,,,,,
189,3,Sakanaya,Vegetarian Ramen,$11.00 ,"miso based, tofu, inoki mushroom, bean sprout, bamboo shoots, pickled ginger, dry seaweed & wakame - add spicy sauce",,1,1,,0,1,1,,0,0,,,,,,,,,,,,,
190,4,Watson's Shack and Rail,Fried Brussel Sprouts,$8.00 ,"Shallots, Maple Pecans, Spiced Aioli",,1,1,,0,1,1,,0,,,,,,,,,,,,,,
191,4,Watson's Shack and Rail,Crab Hushpuppies,$9.00 ,"Comeback Sauce, Scallions, Lemon",,0,0,,0,0,1,,0,,,,,,,,,,,,,,
192,4,Watson's Shack and Rail,Pimento Cheese & Crackers,$9.00 ,"Prairie Fruit Farms Pimento Cheese, Saltines, Bread & Butter Pickles, Celery",,0,1,,0,0,1,,0,,,,,,,,,,,,,,
193,4,Watson's Shack and Rail,Gravy Fries,$8.00 ,"Twice-Fried Potato Wedges, Ropp’S Cheese Curds, Chicken Gravy Add On Fried Or Pulled Chicken 4",,0,1,,0,0,1,,0,,,,,,,,,,,,,,
194,4,Watson's Shack and Rail,Fried Wings (1/2 or Full lb),$12.00 ,Tossed In Carolina Gold Or Buffalo Sauce,,0,0,,0,0,0,,0,,,,,,,,,,,,,,
195,4,Watson's Shack and Rail,EZ Cheezy Chicharrones,$7.00 ,"House-Fried Pork Rinds, Dehydrated Cheese Powder",,0,0,,0,0,0,,0,,,,,,,,,,,,,,
196,4,Watson's Shack and Rail,Fired Okra,$7.00 ,Served With House-Made Watson’S White Sauce,,1,1,,0,1,1,,0,,,,,,,,,,,,,,
197,4,Watson's Shack and Rail,House Salad,$8.00 ,"Local Greens, Seasonal Veggies, Croutons, Red Onion, Parmesan, Black Pepper Ranch",,1,1,,0,1,1,,0,,,,,,,,,,,,,,
198,4,Watson's Shack and Rail,Bounty Salad,$9.00 ,"Lacinato Kale, Roasted Zucchini, Red Onion, Slow-Roasted Tomatoes, Sunflower Seeds, Creole Vinaigrette",,1,1,,1,1,1,,1,,,,,,,,,,,,,,
199,4,Watson's Shack and Rail,Nashville Hot Chicken,$13.00 ,"Quarter Fried Chicken Dipped In Our Spicy Nashville Hot, Thick-Cut Dill Pickles, Twice Fried Potato Wedges. Choice Of White Or Dark Meat",,0,0,,0,0,0,,0,,,,,,,,,,,,,,
200,4,Watson's Shack and Rail,Watson's White Chicken,$12.00 ,Spit-Roasted Chicken Dipped In Our White Sauce Served W/ Texas Toast & Stewed Collard Greens W/ Smoked Turkey. Choice Of White Or Dark Meat,,0,0,,0,0,0,,0,,,,,,,,,,,,,,
201,4,Watson's Shack and Rail,Chelsea's Shameless Plea Watson's Rice Bowl,$14.00 ,"Quarter Fried Chicken, Belgian Waffle, Apple Compote, Whipped Sorghum Butter, Maple Syrup. Choice Of White Or Dark Meat. Add Sorghum Glazed Pork Belly",,0,0,,0,0,0,,0,,,,,,,,,,,,,,
202,4,Watson's Shack and Rail,Watson's Rice Bowl,$14.00 ,"Dirty Rice, Pulled Spit-Roasted Chicken Or Fried Chicken Tenders, Stewed Collard Greens W/ Smoked Turkey, Fried Egg*, Pickled Okra, Watson’S White Sauce, Scallions Add Sorghum Glazed Pork Belly",,0,0,,0,0,0,,0,,,,,,,,,,,,,,
203,4,Watson's Shack and Rail,Chicken Sandwhich,$10.00 ,"Fried Chicken Thigh Or Pulled Spit-Roasted Chicken Brioche Bun, Herb Mayo, Lettuce, Pickles",,0,0,,0,0,0,,0,,,,,,,,,,,,,,
204,4,Watson's Shack and Rail,Nashville Hot,$11.00 ,"Fried Chicken Thigh, Nashville Hot Dip, Brioche Bun, Coleslaw, Thick-Cut Dill Pickles",,0,0,,0,0,0,,0,,,,,,,,,,,,,,
205,4,Watson's Shack and Rail,Buffalo Starchild,$12.00 ,"Fried Chicken Thigh, Buffalo Sauce, Bacon, Black Pepper Ranch, Blue Cheese Crumbles, Lettuce",,0,0,,0,0,0,,0,,,,,,,,,,,,,,
206,4,Watson's Shack and Rail,Popcorn Tofu Po'Boy,$9.00 ,"Battered & Fried Organic Tofu Slices, Hoagie Roll, Lettuce, Red Onion, Pickles, & Vegan Remoulade",,1,1,,0,1,1,,0,,,,,,,,,,,,,,
207,4,Watson's Shack and Rail,Du Velo,$15.00 ,"Nashville Hot Fried Chicken Thigh, Brioche Bun, Herb Mayo, American Cheese, Crisped Pork Belly, Fried Egg*",,0,0,,0,0,0,,0,,,,,,,,,,,,,,
208,4,Watson's Shack and Rail,Grider Grinder's,$12.00 ,"Heinkel’S Polish Sausage, Caramelized Onions, Ropp’S Smoked Gouda, Carolina Gold Sauce",,0,0,,0,0,0,,0,,,,,,,,,,,,,,
209,4,Watson's Shack and Rail,Nashville Hot Fish,$12.00 ,"Fried Perch, Nashville Hot Dip, Hoagie Roll, Coleslaw, Pickles",,0,0,,0,0,0,,0,,,,,,,,,,,,,,
210,5,Big Grove Tavern,Street Corn,$7.00 ,"seasoned Mexican style sweet corn with mayo, fresh lime and cotija cheese, served with hand fried tortilla chips",,0,1,,0,0,1,,0,,,,,,,,,,,,,,
211,5,Big Grove Tavern,Dozen Wings,$16.00 ,"buttermilk-braised wings, tossed in buffalo, Korean BBQ or Jerk sauce, served with blue cheese or ranch",,0,0,,0,0,0,,0,,,,,,,,,,,,,,
212,5,Big Grove Tavern,Six Wings,$9.00 ,"buttermilk-braised wings, tossed in buffalo, Korean BBQ or Jerk sauce, served with blue cheese or ranch",,0,0,,0,0,0,,0,,,,,,,,,,,,,,
213,5,Big Grove Tavern,Steak Tacos (3),$10.00 ,"seasoned steak, salsa verde, red onion, cilantro, muenster cheese, chipotle sour cream, jalapeno, side of red cabbage slaw",,0,0,,0,0,0,,0,,,,,,,,,,,,,,
214,5,Big Grove Tavern,Chicken Tacos (3),$9.00 ,"chipotle pulled chicken, salsa verde, red onion, cilantro, muenster cheese, chipotle sour cream, jalapeno, side of red cabbage slaw",,0,0,,0,0,0,,0,,,,,,,,,,,,,,
215,5,Big Grove Tavern,Fish Tacos (3),$12.00 ,"fried cod, red cabbage slaw, pico de gallo, muenster cheese, tartar sauce and cilantro served on flour tortillas",,0,0,,0,0,0,,0,,,,,,,,,,,,,,
216,5,Big Grove Tavern,Surf & Turf Tacos (3),$13.00 ,"seared salmon, Nueske bacon, fennel slaw, fresno chiles, dill creme fraiche, arugula",,0,0,,0,0,0,,0,,,,,,,,,,,,,,
217,5,Big Grove Tavern,Deviled Eggs (3),$4.00 ,three deviled eggs topped with hummus and crimini mushrooms,,0,1,,1,0,1,,1,,,,,,,,,,,,,,
218,5,Big Grove Tavern,Fried Brussels Sprouts,$8.00 ,served with lemon truffle aioli,,1,1,,0,1,1,,0,,,,,,,,,,,,,,
219,5,Big Grove Tavern,Big Grove Hummus,$7.00 ,"cilantro pesto, carrots, cucumbers, broccoli, celery, cauliflower, grilled flatbread",,1,1,,1,1,1,,1,,,,,,,,,,,,,,
220,5,Big Grove Tavern,Pizza of the Week,$9.00 ,ask your server about this week's special pizza,,0,,,,0,,,,,,,,,,,,,,,,,
221,5,Big Grove Tavern,Crab Cakes,$13.00 ,two hand made crab cakes served with pineapple salsa & mixed greens,,0,0,,0,0,0,,0,,,,,,,,,,,,,,
222,5,Big Grove Tavern,Meat & Cheese Plate,$14.00 ,"chef's cured meat & cheese selection, port figs, lemon zest, truffle oil, baguette, crackers",,0,0,,1,0,0,,1,,,,,,,,,,,,,,
223,5,Big Grove Tavern,Cheese plate only,$8.00 ,,,0,1,,1,0,1,,1,,,,,,,,,,,,,,
224,5,Big Grove Tavern,Soft Pretzel Braid,$5.00 ,"house made pretzel, stone-ground mustard, pilsner-cheese fondue",,0,1,,0,0,1,,0,,,,,,,,,,,,,,
225,5,Big Grove Tavern,Hickory Burger,$16.00 ,"Black Angus beef, Nueske bacon, muenster, coffee BBQ, arugula, fried shallots on brioche bun",,0,0,,0,0,0,,0,,,,,,,,,,,,,,
226,5,Big Grove Tavern,Old Fashioned Burger,$15.00 ,"Black Angus beef, bacon, cheddar cheese, lettuce, tomato, pickle, onion, mayo on brioche bun",,0,0,,0,0,0,,0,,,,,,,,,,,,,,
227,5,Big Grove Tavern,Black & Blue Burger,$14.00 ,"Black Angus beef, blue cheese, fried shallot, balsamic reduction on brioche bun",,0,0,,0,0,0,,0,,,,,,,,,,,,,,
228,5,Big Grove Tavern,Patty Melt Burger,$14.00 ,"Black Angus beef, house made thousand island, red onion marmalade, white cheddar on toasted sourdough",,0,0,,0,0,0,,0,,,,,,,,,,,,,,
229,5,Big Grove Tavern,Buffalo Chicken Sandwich,$14.00 ,"panko-crusted chicken breast, buffalo sauce, blue cheese dressing, lettuce, tomato, mayo on brioche bun",,0,0,,0,0,0,,0,,,,,,,,,,,,,,
230,5,Big Grove Tavern,Cheesesteak Sandwich,$13.00 ,"aged shaved steak, onions & peppers, mozzarella, mayo on chiabatta",,0,0,,0,0,0,,0,,,,,,,,,,,,,,
231,5,Big Grove Tavern,Southwest Chicken Sandwich,$14.00 ,"grilled chicken, bacon, lettuce, tomato, muenster, jalapeno mayo, guacamole on whole grain wheat bread",,0,0,,0,0,0,,0,,,,,,,,,,,,,,
232,5,Big Grove Tavern,Cermak Black Bean Burger,$12.00 ,"hand made black bean patty, beet-whipped blue cheese, Korean BBQ sauce with a red cabbage slaw on brioche bun",,0,1,,0,0,1,,0,,,,,,,,,,,,,,
233,5,Big Grove Tavern,Small Basil Tomato Bisque Soup,$3.00 ,"roasted tomatoes, basil, Kilgus cream, asiago cheese, croutons",,0,1,,0,0,1,,0,,,,,,,,,,,,,,
234,5,Big Grove Tavern,Basil Tomato Bisque Soup,$6.00 ,"roasted tomatoes, basil, Kilgus cream, asiago cheese, croutons",,0,1,,0,0,1,,0,,,,,,,,,,,,,,
235,5,Big Grove Tavern,Small Curry Chicken & Rice Soup,$4.00 ,"chicken, onions, carrots, celery and rice with curry paste and coconut milk",,0,0,,0,0,0,,0,,,,,,,,,,,,,,
236,5,Big Grove Tavern,Curry Chicken & Rice Soup,$7.00 ,"chicken, onions, carrots, celery and rice with curry paste and coconut milk",,0,0,,0,0,0,,0,,,,,,,,,,,,,,
237,5,Big Grove Tavern,Small Soup of the Week,$3.00 ,ask your server about our hand made soup,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,
238,5,Big Grove Tavern,Soup of the Week,$6.00 ,ask your server about our hand made soup,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,
239,5,Big Grove Tavern,Southwest Salad,$10.00 ,"crisp romaine, black bean and corn salsa, tomatoes, crispy tortilla, avocado, red onion, chipotle ranch dressing",,0,1,,0,0,1,,0,,,,,,,,,,,,,,
240,5,Big Grove Tavern,Caesar Salad,$7.00 ,"crisp romaine, croutons, asiago cheese, house caesar dressing",,0,1,,0,0,1,,0,,,,,,,,,,,,,,
241,5,Big Grove Tavern,Kale & Quinoa Salad,$9.00 ,"fresh kale, quinoa, goat cheese, dried cranberries, walnuts, herb vinaigrette balsamic reduction",,0,1,,1,0,1,,1,,,,,,,,,,,,,,
242,5,Big Grove Tavern,Wedge Salad,$8.00 ,"baby iceberg lettuce, bacon, blue cheese, fried shallots, creamy herb vinaigrette",,0,0,,1,0,0,,1,,,,,,,,,,,,,,
243,5,Big Grove Tavern,Spinach Cobb Salad,$12.00 ,"bacon, hard boiled egg, deli turkey, blue cheese, tomato, avocado, cider vinaigrette",,0,0,,1,0,0,,1,,,,,,,,,,,,,,
244,5,Big Grove Tavern,Chicken Mole,$21.00 ,"roasted airline cut chicken breast over rice with black beans and yellow zucchini, topped with mole sauce and a pinch of sesame seeds, with fried plantain",,0,0,,0,0,0,,0,,,,,,,,,,,,,,
245,5,Big Grove Tavern,Ricotta Gnocchi,$19.00 ,"hand made gnocchi, cherry tomatoes, asparagus and crimini mushrooms in a creamy red wine and sun-dried tomato sauce, topped with almonds and asiago cheese",,0,1,,0,0,1,,0,,,,,,,,,,,,,,
246,5,Big Grove Tavern,House Curry Pot,$13.00 ,"sauteed carrots, peppers, bamboo shoots, fresh basil and onion in a light and mild Thai coconut curry sauce, served over white rice with corn",,1,1,,1,1,1,,1,,,,,,,,,,,,,,
247,5,Big Grove Tavern,Pesto Linguine,$12.00 ,"linguine, basil pesto, cherry tomatoes, asparagus, sweet peas, topped with asiago cheese and fresh basil, baguette with olive oil",,0,1,,0,0,1,,0,,,,,,,,,,,,,,
248,5,Big Grove Tavern,Chicken & Dumplings,$19.00 ,"served with hand made dumplings, sauteed carrots, green beans, mild Dijon mushroom cream sauce",,0,0,,0,0,0,,0,,,,,,,,,,,,,,
249,5,Big Grove Tavern,Mushroom Risotto,$16.00 ,"balsamic glazed crimini mushrooms, grilled green onions, thyme risotto, pumpkin seed puree, crispy kale, truffle oil, poached egg",,0,1,,0,0,1,,0,,,,,,,,,,,,,,
250,5,Big Grove Tavern,Sweet Pea Penne,$16.00 ,"grilled chicken, sun-dried tomatoes, mascarpone nutmeg cream, gresh oregano, sweet pea puree, asiago cheese",,0,0,,0,0,0,,0,,,,,,,,,,,,,,
251,5,Big Grove Tavern,12oz Grilled Ribeye,$27.00 ,"aged ribeye served with sauteed asparagus, ricotta gnocchi, cherry tomatoes and kale with herb butter",,0,0,,0,0,0,,0,,,,,,,,,,,,,,
252,5,Big Grove Tavern,10oz New York Strip,$29.00 ,served with green beans with bits of Nueske bacon and mashed potatoes with gravy,,0,0,,0,0,0,,0,,,,,,,,,,,,,,
253,5,Big Grove Tavern,Steak Frites,$23.00 ,"medallions of marinated, grass-fed beef tenderloin, red wine sauce, herb butter with truffle fries",,0,0,,0,0,0,,0,,,,,,,,,,,,,,
254,5,Big Grove Tavern,Grilled Shrimp & Grits,$25.00 ,"grilled shrimp, chorizo, bacon, mixed peppers, white cheddar grits",,0,0,,0,0,1,,0,,,,,,,,,,,,,,
255,5,Big Grove Tavern,Seared Salmon,$26.00 ,"served on sauteed garlic-spinach with squash, asparagus and sun-dried tomatoes, finished with a chipotle-butter sauce",,0,0,,1,0,1,,1,,,,,,,,,,,,,,
256,5,Big Grove Tavern,Spicy Shrimp & Scallop Pasta,$24.00 ,"linguine pasta, shaved Brussels sprouts, snap peas, red cabbage, red and green bell and fresno peppers, with green onion, tossed in a spicy soy chili sauce",,0,0,,0,0,1,,0,,,,,,,,,,,,,,
257,5,Big Grove Tavern,Double Cut Bone-In Pork Chop,$23.00 ,"grilled bone-in pork chop, stuffed with black beans, rice and chorizo, topped with sauteed cherry tomatoes, asparagus, green beans and shaved Brussels sprouts, and served over a chiptole sauce",,0,0,,0,0,0,,0,,,,,,,,,,,,,,
258,5,Big Grove Tavern,16oz Bone-In Ribeye,$29.00 ,with a side of green beans with bacon and mashed potatoes with gravy,,0,0,,0,0,0,,0,,,,,,,,,,,,,,
259,5,Big Grove Tavern,Old School Oysters,$15.00 ,"half dozen oysters, lemon wedge, crackers hot sauce",,0,0,,1,0,1,,1,,,,,,,,,,,,,,
260,5,Big Grove Tavern,Big Grove's Oysters,$15.00 ,"half dozen oysters, Champaign-peppercorn mignonette, bourbon granita, fresh mint",,0,0,,1,0,1,,1,,,,,,,,,,,,,,
261,5,Big Grove Tavern,Shrimp & Scallop Ceviche,$9.00 ,topped with fresh avocado and served with house fried tortilla chips,,0,0,,0,0,1,,0,,,,,,,,,,,,,,
262,5,Big Grove Tavern,Shrimp & Scallop Ceviche Half Order,$16.00 ,topped with fresh avocado and served with house fried tortilla chips,,0,0,,0,0,1,,0,,,,,,,,,,,,,,
263,6,Farrens,Grilled Scallops,$13.00 ,on mixed greens with balsamic vinaigrette,,0,0,,1,0,1,,1,,,,,,,,,,,,,,
264,6,Farrens,Fried Portobella Mushroom,$8.75 ,"breaded, deep-fried and topped with ranch dressing",,0,1,,0,0,1,,0,,,,,,,,,,,,,,
265,6,Farrens,Buffalo Wings (8),$8.50 ,with blue cheese dressing,,,0,,0,,0,,0,,,,,,,,,,,,,,
266,6,Farrens,Buffalo Wings (16),$14.50 ,with blue cheese dressing,,0,0,,0,0,0,,0,,,,,,,,,,,,,,
267,6,Farrens,Onion Rings,$7.50 ,served with ranch dressing,,0,1,,0,0,1,,0,,,,,,,,,,,,,,
268,6,Farrens,Mozzarella Cheese Sticks,$7.50 ,with house marinara,,0,1,,0,0,1,,0,,,,,,,,,,,,,,
269,6,Farrens,Fried Cauliflower,$7.50 ,stuffed with cheese and served with ranch dressing,,0,1,,0,0,1,,0,,,,,,,,,,,,,,
270,6,Farrens,Fried Three Cheese Ravioli,$8.75 ,on mixed greens with house marinara,,0,1,,0,0,1,,0,,,,,,,,,,,,,,
271,6,Farrens,Hummus Plate,$8.75 ,"house hummus served with olives, cucumbers, tomatoes and pitas",,1,1,,1,1,1,,1,,,,,,,,,,,,,,
272,6,Farrens,Fresh Fried Potato Chips,$5.75 ,with black truffle sea salt,,1,1,,0,1,1,,0,,,,,,,,,,,,,,
273,6,Farrens,Tricolor Tortilla Chips,$3.75 ,with house salsa,,1,1,,0,1,1,,0,,,,,,,,,,,,,,
274,6,Farrens,Grilled Scallop Salad,$16.25 ,"scallop on mixed greens with grapes, strawberries, walnuts, parmesan and strawberry vinaigrette",,0,0,,1,0,0,,1,,,,,,,,,,,,,,
275,6,Farrens,Grilled Steak Salad,$10.75 ,"sliced steak on mixed greens topped with sautéed mushrooms and onions, crumbled blue cheese and ranch dressing",,0,0,,1,0,0,,1,,,,,,,,,,,,,,
276,6,Farrens,Elaine'S Salad,$9.75 ,"grilled chicken on mixed greens with tomatoes, bacon, eggs, onions, shredded cheese, crumbled blue cheese, bacon and ranch dressing",,0,0,,1,0,0,,1,,,,,,,,,,,,,,
277,6,Farrens,Strawberry Chicken Salad,$9.75 ,"grilled chicken on mixed greens with grapes, strawberries, walnuts, parmesan and strawberry vinaigrette",,0,0,,1,0,0,,1,,,,,,,,,,,,,,
278,6,Farrens,Mediterranean Pasta Salad With Chicken,$10.75 ,"grilled chicken on chilled pasta with feta cheese, kalamata olives, tomatoes and balsamic vinaigrette",,0,0,,0,0,0,,0,,,,,,,,,,,,,,
279,6,Farrens,Spinach Salad,$8.50 ,"fresh spinach, feta cheese, kalamata olives, walnuts and balsamic vinaigrette",,0,1,,1,0,1,,1,,,,,,,,,,,,,,
280,6,Farrens,Caesar Salad,$7.50 ,"romaine with parmesan, croutons and Caesar dressing",,0,1,,0,0,1,,0,,,,,,,,,,,,,,
281,6,Farrens,House Salad,$7.50 ,mixed greens with a sweet vinaigrette parmesan and walnuts,,1,1,,1,1,1,,1,,,,,,,,,,,,,,
282,6,Farrens,Tossed Salad,$7.50 ,"mixed greens, shredded cheese, tomatoes, onions and your choice of dressing",,0,1,,1,0,1,,1,,,,,,,,,,,,,,
283,6,Farrens,The Russell Burger,$9.00 ,"sautéed mushrooms, bacon, blue cheese sauce and pepperjack cheese",,0,0,,0,0,0,,0,,,,,,,,,,,,,,
284,6,Farrens,The Spicoli Burger,$9.00 ,"bacon, sautéed mushrooms, sautéed onions and choice of cheese",,0,0,,0,0,0,,0,,,,,,,,,,,,,,
285,6,Farrens,The Motherlode Burger,$8.75 ,"sautéed mushrooms, blue cheese sauce and Swiss cheese",,0,1,,0,0,1,,0,,,,,,,,,,,,,,
286,6,Farrens,The Fire Burger,$8.75 ,"sautéed jalapeños, red peppers, red onions, and habanero/jalapeño cheese",,0,1,,0,0,1,,0,,,,,,,,,,,,,,
287,6,Farrens,Green Chile Cheeseburger,$8.75 ,pepperjack cheese and green chile sauce,,0,1,,0,0,1,,0,,,,,,,,,,,,,,
288,6,Farrens,Mushroom Cheeseburger,$8.50 ,sautéed mushrooms and choice of cheese,,0,1,,0,0,1,,0,,,,,,,,,,,,,,
289,6,Farrens,Bacon Cheeseburger,$8.50 ,bacon and choice of cheese,,0,0,,0,0,0,,0,,,,,,,,,,,,,,
290,6,Farrens,Cheeseburger,$8.00 ,,,0,0,,0,0,0,,0,,,,,,,,,,,,,,
291,6,Farrens,Hamburger,$7.50 ,,,0,0,,0,0,0,,0,,,,,,,,,,,,,,
292,6,Farrens,Vegetarian Black Bean Burger,$8.00 ,with cajun remoulade on the side,,0,1,,0,0,1,,0,,,,,,,,,,,,,,
293,6,Farrens,Italian Beef,,our house braised Italian beef with provolone cheese and pepperoncini served on a baguette with tricolor tortilla chips,,0,0,,0,0,0,,0,,,,,,,,,,,,,,
294,6,Farrens,Pulled Pork,,slow roasted pork shoulder topped with BBQ served on a baguette with tricolor tortilla chips,,0,0,,0,0,0,,0,,,,,,,,,,,,,,
295,6,Farrens,Mother Clucker,,"grilled chicken breast with sautéed mushrooms, Swiss cheese and blue cheese sauce served on a baguette with tricolor tortilla chips",,0,0,,1,0,0,,1,,,,,,,,,,,,,,
296,6,Farrens,Santa Fe Chicken Sandwich,$8.75 ,grilled chicken breast with cilantro feta pesto and pepperjack cheese served on a baguette with tricolor tortilla chips,,0,0,,0,0,0,,0,,,,,,,,,,,,,,
297,6,Farrens,Chicken & Mushroom Sandwich,$8.75 ,grilled chicken breast with sautéed mushrooms and Swiss cheese served on a baguette with tricolor tortilla chips,,0,0,,0,0,0,,0,,,,,,,,,,,,,,
298,6,Farrens,"Chicken, Bacon & Bbq Sandwich",$8.75 ,"grilled chicken breast with bacon, provolone and BBQ sauce served on a baguette with tricolor tortilla chips",,0,0,,0,0,0,,0,,,,,,,,,,,,,,
299,6,Farrens,Steak & Cheese Sandwich,$10.75 ,"grilled sliced steak with sautéed onions, mushrooms and provolone cheese served on a baguette with tricolor tortilla chips",,0,0,,0,0,0,,0,,,,,,,,,,,,,,
300,6,Farrens,Spinach & Mushroom Sandwich,$8.25 ,"sautéed spinach and mushrooms, grilled tomatoes and blue cheese served on a baguette with tricolor tortilla chips",,0,1,,0,0,1,,0,,,,,,,,,,,,,,
